City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,bandipura,34.4167,74.65,16.66,51,75,1.28,IN,1683612732
364,inhambane,-23.865,35.3833,21.99,94,40,2.24,MZ,1683612235
365,bardai,11.65,7.2333,25.26,49,41,1.73,NG,1683612299
366,westport,41.1415,-73.3579,15.87,49,0,3.09,US,1683612606
367,zvenigovo,55.9742,48.0181,9.53,48,0,2.2,RU,1683612733
368,trat,12.5,102.5,33.23,55,96,1.43,TH,1683612733
369,ha'il,27.5219,41.6907,24.39,20,100,2.15,SA,1683612733
370,estevan,49.1334,-102.9842,8.11,93,100,3.6,CA,1683612733
371,goya,-29.14,-59.2626,12.37,75,0,1.38,AR,1683612733
372,zhezqazghan,47.7833,67.7667,27.32,16,0,5.0,KZ,1683612734
373,bolanikhodan,22.1,85.3167,38.44,18,40,2.31,IN,1683612734
374,arish,31.1316,33.7984,18.8,75,5,1.56,EG,1683612735
375,ranau,5.9538,116.6641,30.83,53,100,0.86,MY,1683612735
376,naze,28.3667,129.4833,20.03,59,22,7.84,JP,1683612736
377,eureka,40.8021,-124.1637,10.7,93,12,2.46,US,1683612736
378,east ballina,-28.8667,153.5833,19.89,68,0,6.82,AU,1683612736
379,tadine,-21.55,167.8833,23.96,76,93,5.73,NC,1683612202
380,badr hunayn,23.7829,38.7905,27.82,23,61,2.52,SA,1683612737
381,ancud,-41.8697,-73.8203,10.75,72,100,1.45,CL,1683612044
382,oulmes,33.4258,-6.0014,13.84,57,24,0.43,MA,1683612737
383,gadzhiyevo,69.2551,33.3362,0.91,99,100,2.05,RU,1683612737
384,mchinji,-13.7984,32.8802,17.31,67,27,1.84,MW,1683612737
385,usa river,-3.3667,36.85,18.72,88,99,3.08,TZ,1683612738
386,mairi,-11.7114,-40.1489,19.69,97,81,1.32,BR,1683612738
387,balezino,57.9796,53.0106,5.58,46,6,2.52,RU,1683612738
388,coka,45.9425,20.1433,8.63,75,13,2.72,RS,1683612739
389,pacific grove,36.6177,-121.9166,12.23,86,0,0.45,US,1683612210
390,turkestan,43.3333,68.25,29.22,11,0,6.11,KZ,1683612739
391,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,75,75,4.0,RU,1683612274
392,quang ngai,15.1167,108.8,32.22,60,99,5.29,VN,1683612740
393,dalton,34.7698,-84.9702,21.12,99,100,0.0,US,1683612740
394,miches,18.9836,-69.0476,24.33,88,93,2.14,DO,1683612740
395,sao joao da barra,-21.6403,-41.0511,23.93,82,71,4.74,BR,1683612204
396,kabalo,-6.05,26.9167,22.58,79,77,2.28,CD,1683612740
397,baardheere,2.3446,42.2764,28.65,65,19,8.38,SO,1683612741
398,joshimath,30.5667,79.5667,19.42,32,8,4.1,IN,1683612741
399,vernon,50.2581,-119.2691,12.56,78,87,0.89,CA,1683612542
400,mahajanga,-15.7167,46.3167,26.36,60,0,5.19,MG,1683612741
401,hattiesburg,31.3271,-89.2903,20.68,95,0,0.89,US,1683612742
402,palmas,-10.2128,-48.3603,23.93,88,0,1.54,BR,1683612681
403,tabuk,17.4189,121.4443,30.16,68,80,3.54,PH,1683612742
404,north ward,-19.2454,146.8075,23.95,29,0,4.63,AU,1683612742
405,pathalgaon,22.5667,83.4667,38.9,14,6,2.08,IN,1683612742
406,sumenep,-7.0167,113.8667,29.34,72,95,3.27,ID,1683612743
407,ad dilam,23.9915,47.1627,36.3,12,31,7.24,SA,1683612743
408,port saint john's,-31.6229,29.5448,17.93,78,32,1.69,ZA,1683612743
409,antsiranana,-12.2787,49.2917,28.24,55,1,6.93,MG,1683612743
410,shalkar,47.8288,59.6258,24.31,26,99,1.29,KZ,1683612744
411,kedrovyy,56.1667,91.8167,23.26,32,29,4.41,RU,1683612738
412,benguela,-12.5763,13.4055,25.55,83,10,0.74,AO,1683612744
413,sur,22.5667,59.5289,34.3,36,9,1.27,OM,1683612744
414,zhob,31.3411,69.4481,24.82,11,0,2.22,PK,1683612693
415,klyuchi,52.2667,79.1667,23.26,30,86,4.68,RU,1683612218
416,asau,46.4333,26.4,6.51,98,100,1.83,RO,1683612745
417,tari,12.4086,4.4914,28.99,46,20,2.88,NG,1683612745
418,karratha,-20.7377,116.8463,28.74,29,0,7.97,AU,1683612745
419,ust-tsilma,65.441,52.1498,1.32,100,100,3.06,RU,1683612235
420,tolanaro,-25.0319,46.9987,25.04,83,20,5.14,MG,1683612212
421,tarauaca,-8.1614,-70.7656,20.61,100,75,1.06,BR,1683612746
422,ghatanji,20.1333,78.3167,39.49,24,6,2.39,IN,1683612746
423,benjamin constant,-4.3831,-70.0311,24.07,99,91,1.26,BR,1683612151
424,bang pa-in,14.2278,100.5759,38.34,44,89,2.48,TH,1683612746
425,kyren,51.6828,102.1408,19.78,34,100,0.58,RU,1683612746
426,mount gambier,-37.8333,140.7667,14.92,67,85,3.54,AU,1683612192
427,selfoss,63.9331,-20.9971,7.8,92,100,1.64,IS,1683612250
428,nantucket,41.2835,-70.0995,12.08,76,20,3.09,US,1683612747
429,prado,-17.3411,-39.2208,23.11,91,7,2.04,BR,1683612747
430,afaahiti,-17.75,-149.2833,24.93,78,38,0.86,PF,1683612212
431,puerto gaitan,4.3133,-72.0816,25.1,89,100,1.14,CO,1683612637
432,sievi,63.9,24.5,8.42,57,100,3.33,FI,1683612748
433,mohr,54.3528,9.7167,11.68,63,40,4.63,DE,1683612179
434,oudtshoorn,-33.5907,22.2014,10.2,69,10,0.42,ZA,1683612748
435,castillos,-34.1667,-53.8333,11.3,86,0,3.61,UY,1683612231
436,yichun,47.7,128.9,10.23,29,100,6.91,CN,1683612748
437,smithers,54.7804,-127.1743,12.18,47,0,4.63,CA,1683612244
438,yantzaza,-3.8278,-78.7594,20.37,99,77,0.39,EC,1683612750
439,khilok,51.3674,110.4676,21.92,15,5,1.35,RU,1683612750
440,kailua-kona,19.6406,-155.9956,22.77,96,28,1.79,US,1683612120
441,kattivakkam,13.2167,80.3167,36.05,77,40,2.95,IN,1683612750
442,okhotsk,59.3833,143.3,4.84,72,21,3.76,RU,1683612208
443,margate,51.3813,1.3862,13.26,94,100,1.79,GB,1683612690
444,port douglas,-16.4833,145.4667,23.25,63,98,7.59,AU,1683612751
445,mankera,31.3866,71.4407,32.19,17,0,2.14,PK,1683612751
446,zhangjiagang,31.865,120.5389,24.95,37,3,2.7,CN,1683612751
447,berdigestyakh,62.0989,126.6992,1.41,75,55,2.99,RU,1683612752
448,isangel,-19.55,169.2667,25.67,74,36,3.51,VU,1683612467
449,rajpipla,21.8667,73.5,38.57,26,5,2.3,IN,1683612752
450,cooma,-36.2333,149.1333,9.52,68,72,5.01,AU,1683612752
451,san rafael del sur,11.8485,-86.4384,26.71,62,61,6.04,NI,1683612753
452,shibetsu,43.659,145.132,13.0,62,10,6.36,JP,1683612753
453,shimoda,34.6667,138.95,18.2,48,44,6.87,JP,1683612228
454,nadi,-17.8,177.4167,27.0,69,20,0.0,FJ,1683612753
455,pierre,44.3683,-100.351,11.27,79,0,3.6,US,1683612653
456,namtsy,62.7161,129.6658,3.48,29,3,1.93,RU,1683612292
457,uromi,6.7,6.3333,22.84,90,79,1.4,NG,1683612754
458,belyy yar,53.6039,91.3903,25.94,18,0,2.0,RU,1683612754
459,huicheng,23.0385,116.2899,23.67,69,87,7.27,CN,1683612754
460,isla mujeres,21.2311,-86.731,27.03,80,31,4.95,MX,1683612754
461,mzuzu,-11.4656,34.0207,18.09,75,2,1.57,MW,1683612755
462,dabola,10.75,-11.1167,22.34,82,100,1.85,GN,1683612755
463,quartu sant'elena,39.2419,9.1839,16.13,79,40,7.6,IT,1683612756
464,paranaiba,-19.6772,-51.1908,20.17,76,80,1.35,BR,1683612756
465,argo,37.6333,22.7333,18.77,59,100,1.29,GR,1683612757
466,fuling,29.7022,107.3919,18.17,85,97,1.08,CN,1683612757
467,les cayes,18.2,-73.75,24.57,82,100,1.56,HT,1683612757
468,burang,30.25,81.1667,1.76,48,33,4.65,CN,1683612757
469,nizhnesortymskiy,62.4397,71.7603,0.45,83,69,5.61,RU,1683612758
470,timimoun,29.2639,0.231,22.21,20,0,3.09,DZ,1683612758
471,ushtobe,45.2514,77.9838,26.18,15,0,2.96,KZ,1683612758
472,nuku'alofa,-21.1333,-175.2,25.19,94,40,2.06,TO,1683612054
473,ain sefra,32.75,-0.5833,17.73,43,1,1.44,DZ,1683612758
474,horta,38.5333,-28.6333,16.12,95,100,1.87,PT,1683612268
475,brookings,44.3114,-96.7984,14.54,68,0,3.6,US,1683612249
476,leava,-14.3,-178.1667,28.73,71,0,3.55,WF,1683612759
477,puerto penasco,31.3167,-113.5333,21.06,84,0,1.34,MX,1683612759
478,saint-pierre,-21.3393,55.4781,27.82,65,0,8.75,RE,1683612257
479,vallenar,-28.5708,-70.7581,18.32,33,1,0.41,CL,1683612760
480,keflavik,64.0049,-22.5624,9.95,100,100,2.06,IS,1683612210
481,severo-yeniseyskiy,60.3725,93.0408,5.06,62,97,6.46,RU,1683612760
482,traverse city,44.7631,-85.6206,8.52,84,0,0.0,US,1683612651
483,fort st. john,56.2499,-120.8529,11.94,54,75,2.06,CA,1683612028
484,reggane,26.7158,0.1714,26.55,15,100,4.78,DZ,1683612760
485,peniche,39.3558,-9.3811,17.94,94,86,6.32,PT,1683612234
486,guisa,20.255,-76.5386,21.47,93,96,1.53,CU,1683612761
487,tual,-5.6667,132.75,27.72,81,100,8.55,ID,1683612253
488,jinzhou,41.1078,121.1417,24.96,13,6,3.85,CN,1683612761
489,boqueirao,-7.5,-36.1333,19.11,97,26,1.5,BR,1683612761
490,yershov,51.3513,48.2766,8.35,44,100,8.78,RU,1683612762
491,lucapa,-8.4192,20.7447,19.4,72,91,1.64,AO,1683612762
492,nuuk,64.1835,-51.7216,-0.66,93,100,1.54,GL,1683612231
493,ambodifotatra,-16.9833,49.85,25.2,77,45,4.67,MG,1683612762
494,preobrazheniye,42.9019,133.9064,11.89,46,66,5.42,RU,1683612763
495,maba,24.6841,113.5984,26.66,55,82,0.7,CN,1683612763
496,arteche,12.2645,125.4048,30.23,64,23,3.3,PH,1683612196
497,hailey,43.5196,-114.3153,3.83,91,79,1.88,US,1683612763
498,malango,-2.9627,119.9001,24.99,85,96,0.63,ID,1683612280
499,luena,-11.7833,19.9167,14.98,61,3,1.29,AO,1683612214
500,hobyo,5.3505,48.5268,29.72,60,30,9.11,SO,1683612764
501,zelenogradsk,54.9589,20.4767,13.03,47,0,2.0,RU,1683612764
502,ambajogai,18.7333,76.3833,33.21,37,92,3.25,IN,1683612764
503,san julian,21.0167,-102.1667,18.7,36,37,2.16,MX,1683612764
504,rainsville,34.4943,-85.8477,20.47,94,100,0.0,US,1683612764
505,arys,42.4252,68.795,26.61,23,0,1.52,KZ,1683612765
506,altamira,-3.2033,-52.2064,22.48,99,63,0.79,BR,1683612765
507,lagoa,39.05,-27.9833,16.12,88,100,1.8,PT,1683612765
508,chinchilla,-26.75,150.6333,19.01,21,0,4.03,AU,1683612765
509,agapovka,53.2973,59.1348,9.56,31,100,5.91,RU,1683612765
510,walvis bay,-22.9575,14.5053,9.53,100,100,0.51,NA,1683612262
511,konarka,19.9,86.1167,36.22,51,7,5.91,IN,1683612766
512,new norfolk,-42.7826,147.0587,14.72,61,96,0.89,AU,1683612233
513,camalu,30.85,-116.0667,14.29,91,4,3.03,MX,1683612766
514,argungu,12.7433,4.5269,28.94,46,16,3.28,NG,1683612767
515,san jose del guaviare,2.5729,-72.6459,22.43,98,98,0.63,CO,1683612767
516,irymple,-34.25,142.1667,17.27,54,0,0.45,AU,1683612767
517,kamiiso,41.8167,140.65,13.56,70,24,7.55,JP,1683612767
518,nyala,12.05,24.8833,28.74,14,52,5.0,SD,1683612767
519,celestun,20.8667,-90.4,28.5,59,22,5.97,MX,1683612273
520,aswan,24.0934,32.907,25.6,26,0,3.33,EG,1683612768
521,gamba,-2.65,10.0,25.45,87,100,1.38,GA,1683612206
522,nema,57.5067,50.5011,7.47,46,1,1.75,RU,1683612260
523,yeed,4.55,43.0333,27.55,60,28,8.67,SO,1683612768
524,ocos,14.5094,-92.1933,28.95,74,0,3.01,GT,1683612768
525,aripuana,-9.1667,-60.6333,21.91,100,100,1.0,BR,1683612769
526,lazaro cardenas,17.9583,-102.2,25.93,77,11,0.93,MX,1683612769
527,heunghae,36.1125,129.3522,23.17,38,36,1.13,KR,1683612769
528,san vito dei normanni,40.6573,17.7072,19.27,74,100,0.35,IT,1683612769
529,urengoy,65.9667,78.3667,-7.11,79,88,8.93,RU,1683612770
530,torres,-29.3353,-49.7269,14.9,75,99,3.03,BR,1683612611
531,duong dong,10.2167,103.9667,31.0,70,40,3.6,VN,1683612770
532,eraan,9.0629,117.7016,29.29,73,93,2.6,PH,1683612770
533,san juan,-31.5375,-68.5364,15.57,37,21,2.54,AR,1683612749
534,newman,37.3138,-121.0208,15.16,50,98,1.79,US,1683612199
535,chichawatni,30.5333,72.7,34.55,12,0,2.42,PK,1683612771
536,kifri,34.6959,44.9661,30.8,16,29,3.08,IQ,1683612771
537,launceston,-41.45,147.1667,15.8,57,75,3.6,AU,1683612771
538,moapa valley,36.5805,-114.4703,23.15,15,0,2.81,US,1683612771
539,tahe,52.3333,124.7333,10.98,15,11,6.44,CN,1683612771
540,krasnyy chikoy,50.3643,108.7512,22.43,16,99,1.01,RU,1683612772
541,tutong,4.8,114.65,33.05,65,100,2.74,BN,1683612772
542,idri,27.5,13.2667,21.15,49,0,7.91,LY,1683612772
543,crucecita,-28.95,-58.9833,12.91,82,0,1.48,AR,1683612196
544,buka,40.8108,69.1986,26.45,23,0,1.58,UZ,1683612772
545,sesheke,-17.4759,24.2968,17.34,49,1,3.07,ZM,1683612773
546,bamboo flat,11.7,92.7167,30.75,70,100,5.73,IN,1683612228
547,itoman,26.1247,127.6694,25.22,65,20,9.26,JP,1683612229
548,peterborough,52.5736,-0.2478,13.88,100,100,3.6,GB,1683612482
549,kasempa,-13.4584,25.8338,15.69,64,0,3.18,ZM,1683612773
550,holbrook,40.8123,-73.0784,15.8,56,0,3.6,US,1683612774
551,baotou,40.6522,109.8222,19.18,28,100,4.73,CN,1683612774
552,shingu,33.7333,135.9833,16.62,67,99,2.68,JP,1683612774
553,imperatriz,-5.5264,-47.4917,21.96,84,9,0.22,BR,1683612775
554,san carlos del zulia,9.0,-71.9135,24.56,91,72,1.94,VE,1683612278
555,vadso,70.0744,29.7487,3.09,75,75,2.57,NO,1683612228
